Probe Set ID	Gene Symbol	Gene Title
A_23_P28886	PCNA	proliferating cell nuclear antigen
A_23_P121215	CAMK1	calcium/calmodulin-dependent protein kinase I
A_23_P252062	PPARG	peroxisome proliferator-activated receptor gamma
A_23_P208768	FCAR	Fc fragment of IgA, receptor for
A_23_P48358	PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide
A_33_P3257708	APOA1BP	apolipoprotein A-I binding protein
A_23_P122216	LOX	lysyl oxidase
A_23_P409489	DNTT	deoxynucleotidyltransferase, terminal
A_24_P943393	AHNAK	AHNAK nucleoprotein
A_23_P103720	AGMAT	agmatine ureohydrolase (agmatinase)
A_33_P3364433	ACVR1B	activin A receptor, type IB
A_33_P3258510	LYPLA2	lysophospholipase II
A_33_P3230976	PREP	prolyl endopeptidase
A_23_P171077	EBP	emopamil binding protein (sterol isomerase)
A_33_P3282404	PCLO	piccolo (presynaptic cytomatrix protein)
A_23_P10385	DTL	denticleless homolog (Drosophila)
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_33_P3234855	UTRN	utrophin
A_23_P113111	AR	androgen receptor
A_23_P144911	EGFLAM	EGF-like, fibronectin type III and laminin G domains
A_23_P302018	TXK	TXK tyrosine kinase
A_23_P39076	RRAS	related RAS viral (r-ras) oncogene homolog
A_24_P363278	MAK	male germ cell-associated kinase
A_23_P200056	NADK	NAD kinase
A_23_P386364	HDX	highly divergent homeobox
A_33_P3415042	ACLY	ATP citrate lyase
A_33_P3246513	DIO3	deiodinase, iodothyronine, type III
A_23_P115762	ECD	ecdysoneless homolog (Drosophila)
A_23_P161297	OGDHL	oxoglutarate dehydrogenase-like
A_23_P102364	NGEF	neuronal guanine nucleotide exchange factor
A_23_P115137	HBXIP	hepatitis B virus x interacting protein
A_23_P258164	CORT	cortistatin
A_23_P34233	QPRT	quinolinate phosphoribosyltransferase
A_23_P78099	VTN	vitronectin
A_23_P127948	ADM	adrenomedullin
A_23_P30294	CDO1	cysteine dioxygenase, type I
A_23_P10506	HPGDS	hematopoietic prostaglandin D synthase
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_23_P2271	PTHLH	parathyroid hormone-like hormone
A_33_P3394786	LOC100132973	similar to elongin C			
A_23_P8754	AASS	aminoadipate-semialdehyde synthase
A_23_P312536	ARSK	arylsulfatase family, member K
A_23_P203475	PRKCDBP	protein kinase C, delta binding protein
A_32_P480330	EYS	eyes shut homolog (Drosophila)
A_23_P110851	TERT	telomerase reverse transcriptase
A_23_P203406	GANAB	glucosidase, alpha; neutral AB
A_23_P402751	LOC100288578	similar to cytochrome c oxidase subunit II
A_23_P114084	PHEX	phosphate regulating endopeptidase homolog, X-linked
A_23_P116765	LALBA	lactalbumin, alpha-
A_23_P111487	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_23_P60579	MPI	mannose phosphate isomerase
A_32_P32739	NAGS	N-acetylglutamate synthase
A_23_P104819	TREH	trehalase (brush-border membrane glycoprotein)
A_23_P215790	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
A_23_P258340	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_33_P3268472	CTSC	cathepsin C
A_32_P71113	SCAI	suppressor of cancer cell invasion
A_24_P169688	MICB	MHC class I polypeptide-related sequence B
A_33_P3280646	CASR	calcium-sensing receptor
A_33_P3351955	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
A_24_P283320	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
A_23_P110288	GSTCD	glutathione S-transferase, C-terminal domain containing
A_32_P538180	PAQR7	progestin and adipoQ receptor family member VII
A_23_P113184	FTO	fat mass and obesity associated
A_33_P3308446	RHOB	ras homolog gene family, member B
A_33_P3377209	ENSA	endosulfine alpha
A_23_P122924	INHBA	inhibin, beta A
A_23_P115202	CRNN	cornulin
A_23_P1145	MTPAP	mitochondrial poly(A) polymerase
A_23_P59976	GML	glycosylphosphatidylinositol anchored molecule like protein
A_24_P229234	MYO16	myosin XVI
A_33_P3334798	ANTXRL	anthrax toxin receptor-like
A_33_P3303176	MRGPRG	MAS-related GPR, member G	
A_24_P943957	PIKFYVE	phosphoinositide kinase, FYVE finger containing
A_23_P387057	TUBB	tubulin, beta
A_23_P51019	SCN2A	sodium channel, voltage-gated, type II, alpha subunit
A_23_P102542	AFTPH	aftiphilin
A_23_P20316	CA3	carbonic anhydrase III, muscle specific
A_23_P373541	DSPP	dentin sialophosphoprotein
A_23_P104438	MYPN	myopalladin
A_23_P113111	AR	androgen receptor
A_23_P46894	CHAT	choline acetyltransferase
A_23_P502142	FYN	FYN oncogene related to SRC, FGR, YES
A_23_P208389	AXL	AXL receptor tyrosine kinase
A_23_P144959	VCAN	versican
A_23_P203191	APOA1	apolipoprotein A-I
A_23_P86252	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C
A_33_P3315475	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules
A_24_P102821	PTAFR	platelet-activating factor receptor
A_23_P70328	CENPQ	centromere protein Q
A_23_P70328	CENPQ	centromere protein Q
A_23_P117068	SNRPF	small nuclear ribonucleoprotein polypeptide F
A_24_P374943	CXADR	coxsackie virus and adenovirus receptor
A_23_P22854	PGPEP1	pyroglutamyl-peptidase I
A_23_P108734	ALLC	allantoicase
A_33_P3240229	CREBBP	CREB binding protein
A_33_P3261173	FRAT1	frequently rearranged in advanced T-cell lymphomas
A_23_P136547	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G
A_33_P3398618	LOC339240	keratin pseudogene
A_23_P71379	PSCA	prostate stem cell antigen
A_23_P103349	OCLM	oculomedin
A_23_P118061	CKLF	chemokine-like factor
A_23_P101683	CLC	Charcot-Leyden crystal protein
A_24_P309095	RELN	reelin
A_33_P3342598	PRKG2	protein kinase, cGMP-dependent, type II
A_23_P411296	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
A_33_P3340792	DHDDS	dehydrodolichyl diphosphate synthase
A_23_P30603	DDO	D-aspartate oxidase
A_23_P254254	SGSH	N-sulfoglucosamine sulfohydrolase
A_33_P3314146	MINA	MYC induced nuclear antigen
A_23_P92614	HELQ	helicase, POLQ-like
A_23_P135769	ACTB	actin, beta
A_23_P357760	ARSD	arylsulfatase D
A_23_P131383	FANCL	Fanconi anemia, complementation group L
A_33_P3299882	UQCRB	ubiquinol-cytochrome c reductase binding protein
A_23_P117274	MIPEP	mitochondrial intermediate peptidase
A_24_P46334	SCOC	short coiled-coil protein
A_23_P12053	SPEN	spen homolog, transcriptional regulator (Drosophila)
A_23_P429461	FUK	fucokinase
A_23_P9402	CNTFR	ciliary neurotrophic factor receptor
A_32_P11471	FAU	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed
A_24_P288754	PIGA	phosphatidylinositol glycan anchor biosynthesis, class A
A_32_P87568	ENAH	enabled homolog (Drosophila)
A_23_P105138	CAT	catalase
A_23_P143845	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase
A_23_P102731	SMOX	spermine oxidase
A_24_P215804	CKLF	chemokine-like factor
A_24_P45379	CACYBP	calcyclin binding protein
A_24_P231104	LEPR	leptin receptor
A_23_P37359	CIDEB	cell death-inducing DFFA-like effector b
A_23_P136936	SYP	synaptophysin
A_23_P100602	TBCD	tubulin folding cofactor D
A_23_P203558	HBB	hemoglobin, beta
A_23_P113184	FTO	fat mass and obesity associated
A_33_P3370555	GALC	galactosylceramidase
A_23_P142389	LSR	lipolysis stimulated lipoprotein receptor
A_23_P12128	TSHB	thyroid stimulating hormone, beta
A_23_P302060	IFNE	interferon, epsilon
A_23_P101131	GRP	gastrin-releasing peptide
A_23_P110288	GSTCD	glutathione S-transferase, C-terminal domain containing
A_33_P3227284	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
A_23_P122815	CALU	calumenin
A_33_P3406505	ELL	elongation factor RNA polymerase II
A_33_P3306103	CALCRL	calcitonin receptor-like
A_23_P12128	TSHB	thyroid stimulating hormone, beta
A_23_P98910	LRMP	lymphoid-restricted membrane protein
A_23_P105833	BIVM	basic, immunoglobulin-like variable motif containing
A_23_P155351	BTD	biotinidase
A_23_P40718	PARVB	parvin, beta
A_23_P107132	RCVRN	recoverin
A_23_P350574	FCRLB	Fc receptor-like B
A_23_P29680	CAMKV	CaM kinase-like vesicle-associated
A_23_P151294	IFNG	interferon, gamma
A_23_P252155	STRBP	spermatid perinuclear RNA binding protein
A_33_P3230658	TSNAX	translin-associated factor X
A_24_P336596	SMCP	sperm mitochondria-associated cysteine-rich protein
A_33_P3400057	TCEANC	transcription elongation factor A (SII) N-terminal and central domain containing
A_23_P65506	SPTB	spectrin, beta, erythrocytic
A_23_P376727	ACMSD	aminocarboxymuconate semialdehyde decarboxylase
A_23_P32308	ATP4B	ATPase, H+/K+ exchanging, beta polypeptide
A_23_P50250	CKM	creatine kinase, muscle
A_33_P3416637	LOC100128825	similar to aldose reductase
A_23_P111487	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_33_P3302687	CARKD	carbohydrate kinase domain containing
A_23_P115161	DARC	Duffy blood group, chemokine receptor
A_23_P109143	PRNP	prion protein
A_32_P110472	IYD	iodotyrosine deiodinase
A_23_P12405	ESPN	espin
A_24_P392480	MYPOP	Myb-related transcription factor, partner of profilin
A_32_P73045	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
A_24_P262127	RRAD	Ras-related associated with diabetes
A_23_P15619	PRAC	prostate cancer susceptibility candidate
A_23_P112859	CST1	cystatin SN
A_23_P106002	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
A_23_P119040	GREB1L	growth regulation by estrogen in breast cancer-like
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_23_P253542	SMPX	small muscle protein, X-linked
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_23_P431939	MR1	major histocompatibility complex, class I-related
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_33_P3401701	EDNRA	endothelin receptor type A
A_23_P119040	GREB1L	growth regulation by estrogen in breast cancer-like
A_23_P102286	LHCGR	luteinizing hormone/choriogonadotropin receptor
A_23_P54918	LDHD	lactate dehydrogenase D
A_23_P397455	ACVR1C	activin A receptor, type IC
A_33_P3294162	PMPCB	peptidase (mitochondrial processing) beta
A_23_P62371	TAZ	tafazzin
A_33_P3415526	LOC646821	similar to beta-actin			
A_23_P26223	ASL	argininosuccinate lyase
A_23_P80570	AADAC	arylacetamide deacetylase (esterase)
A_24_P207139	PML	promyelocytic leukemia
A_33_P3236798	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
A_33_P3316061	CA5BP	carbonic anhydrase VB pseudogene
A_23_P501134	LIG3	ligase III, DNA, ATP-dependent
A_23_P100455	MTHFSD	methenyltetrahydrofolate synthetase domain containing
A_23_P310911	BLMH	bleomycin hydrolase
A_23_P406782	HPN	hepsin
A_33_P3354703	MYADML	myeloid-associated differentiation marker-like
A_23_P116587	OMP	olfactory marker protein
A_33_P3229725	ARSA	arylsulfatase A
A_23_P419624	BLCAP	bladder cancer associated protein
A_33_P3409062	TYROBP	TYRO protein tyrosine kinase binding protein
A_33_P3329549	FBRS	fibrosin
A_33_P3241071	LOC100133893	MANSC domain-containing protein
A_23_P98183	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
A_23_P38567	CYTSB	cytospin B
A_23_P154235	NMI	N-myc (and STAT) interactor
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_23_P10870	DOLK	dolichol kinase
A_23_P101683	CLC	Charcot-Leyden crystal protein
A_23_P410017	TBCEL	tubulin folding cofactor E-like
A_23_P160004	UTY	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked
A_32_P167471	CLMN	calmin (calponin-like, transmembrane)
A_23_P307860	SVOPL	SVOP-like
A_23_P114155	GPKOW	G patch domain and KOW motifs
A_23_P72651	ECSCR	endothelial cell-specific chemotaxis regulator
A_23_P87150	LPXN	leupaxin
A_23_P108734	ALLC	allantoicase
A_24_P88921	XPC	xeroderma pigmentosum, complementation group C
A_33_P3379916	GLS	glutaminase
A_23_P143006	PRLH	prolactin releasing hormone
A_33_P3333038	PTMS	parathymosin
A_23_P161135	LEPR	leptin receptor
A_33_P3243138	SELV	selenoprotein V
A_23_P68998	MIOX	myo-inositol oxygenase
A_24_P302249	APOA2	apolipoprotein A-II
A_24_P11462	ADC	arginine decarboxylase
A_33_P3423570	METRN	meteorin, glial cell differentiation regulator
A_23_P25964	GALC	galactosylceramidase
A_23_P4545	MRO	maestro
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_23_P19313	TBP	TATA box binding protein
A_33_P3219750	TTPAL	tocopherol (alpha) transfer protein-like
A_23_P104438	MYPN	myopalladin
A_23_P154938	HIRA	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)
A_23_P325631	SKI	v-ski sarcoma viral oncogene homolog (avian)
A_23_P254852	OTOF	otoferlin
A_23_P405815	PYGM	phosphorylase, glycogen, muscle
A_33_P3325497	FIBIN	fin bud initiation factor homolog (zebrafish)
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_33_P3383601	QRFP	pyroglutamylated RFamide peptide
A_23_P151294	IFNG	interferon, gamma
A_23_P151294	IFNG	interferon, gamma
A_23_P101185	NARS	asparaginyl-tRNA synthetase
A_23_P128734	ERH	enhancer of rudimentary homolog (Drosophila)
A_33_P3222762	HULC	highly up-regulated in liver cancer (non-protein coding)
A_33_P3296587	CP	ceruloplasmin (ferroxidase)
A_33_P3271350	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
A_33_P3355538	CERKL	ceramide kinase-like
A_33_P3251841	DSEL	dermatan sulfate epimerase-like
A_33_P3267989	CLNK	cytokine-dependent hematopoietic cell linker
A_33_P3317979	MYO5B	myosin VB
A_33_P3413083	RHEB	Ras homolog enriched in brain
A_23_P70213	APC	adenomatous polyposis coli
A_23_P55286	OMG	oligodendrocyte myelin glycoprotein
A_23_P10291	CTSE	cathepsin E
A_24_P312519	PBLD	phenazine biosynthesis-like protein domain containing
A_33_P3309271	MUTED	muted homolog (mouse)
A_24_P36229	DTNA	dystrobrevin, alpha
A_23_P111481	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_33_P3360296	ANTXRL	anthrax toxin receptor-like
A_33_P3327921	RHOQ	ras homolog gene family, member Q
A_23_P98183	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
A_33_P3231432	LDHB	lactate dehydrogenase B
A_23_P10385	DTL	denticleless homolog (Drosophila)
A_23_P100141	UNKL	unkempt homolog (Drosophila)-like
A_23_P118571	SOST	sclerosteosis
A_23_P57347	PCNT	pericentrin
A_23_P109614	MOBP	myelin-associated oligodendrocyte basic protein
A_24_P88850	MRAS	muscle RAS oncogene homolog
A_24_P46130	ACPP	acid phosphatase, prostate
A_23_P106194	FOS	FBJ murine osteosarcoma viral oncogene homolog
A_33_P3388135	MKKS	McKusick-Kaufman syndrome
A_24_P945312	PAPOLB	poly(A) polymerase beta (testis specific)
A_23_P113701	PDGFA	platelet-derived growth factor alpha polypeptide
A_23_P114155	GPKOW	G patch domain and KOW motifs
A_23_P55936	FCGRT	Fc fragment of IgG, receptor, transporter, alpha
A_23_P97826	TECTB	tectorin beta
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_33_P3225022	FTCD	formiminotransferase cyclodeaminase
A_23_P167468	PRLR	prolactin receptor
A_23_P78108	ALDOC	aldolase C, fructose-bisphosphate
A_23_P79842	PIGT	phosphatidylinositol glycan anchor biosynthesis, class T
A_33_P3317825	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog
A_23_P110531	FST	follistatin
A_33_P3412613	TMPO	thymopoietin
A_23_P132285	MPST	mercaptopyruvate sulfurtransferase
A_23_P12866	PSTK	phosphoseryl-tRNA kinase
A_33_P3408711	FLNA	filamin A, alpha
A_24_P753161	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)
A_23_P119040	GREB1L	growth regulation by estrogen in breast cancer-like
A_33_P3245289	PTPRG	protein tyrosine phosphatase, receptor type, G
A_23_P137715	POGK	pogo transposable element with KRAB domain
A_23_P161352	PTPLA	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A
A_23_P87678	EPYC	epiphycan
A_23_P65651	WARS	tryptophanyl-tRNA synthetase
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_33_P3769406	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U
A_23_P113111	AR	androgen receptor
A_23_P100602	TBCD	tubulin folding cofactor D
A_33_P3271323	RHOQ	ras homolog gene family, member Q
A_23_P205228	ATP7B	ATPase, Cu++ transporting, beta polypeptide
A_23_P104438	MYPN	myopalladin
A_23_P110802	CENPH	centromere protein H
A_32_P107617	SFTPD	surfactant protein D
A_23_P8142	CLPS	colipase, pancreatic
A_33_P3234635	NOTUM	notum pectinacetylesterase homolog (Drosophila)
A_24_P102053	OCLN	occludin
A_23_P105833	BIVM	basic, immunoglobulin-like variable motif containing
A_33_P3327673	COBL	cordon-bleu homolog (mouse)
A_24_P7143	MYO1B	myosin IB
A_33_P3240263	POMP	proteasome maturation protein
A_23_P53668	NFYB	nuclear transcription factor Y, beta
A_33_P3396008	AGER	advanced glycosylation end product-specific receptor
A_23_P115762	ECD	ecdysoneless homolog (Drosophila)
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_32_P3476	RPRML	reprimo-like
A_33_P3327772	ATP7A	ATPase, Cu++ transporting, alpha polypeptide
A_33_P3328666	CLTB	clathrin, light chain (Lcb)
A_24_P403417	PTGES	prostaglandin E synthase
A_33_P3314212	PARG	poly (ADP-ribose) glycohydrolase
A_32_P213330	RGNEF	Rho-guanine nucleotide exchange factor
A_23_P94879	F2	coagulation factor II (thrombin)
A_23_P118061	CKLF	chemokine-like factor
A_23_P58132	RHOH	ras homolog gene family, member H
A_23_P121356	BBX	bobby sox homolog (Drosophila)
A_23_P143178	LBP	lipopolysaccharide binding protein
A_23_P108948	MREG	melanoregulin
A_33_P3349444	NAGA	N-acetylgalactosaminidase, alpha-
A_23_P356684	ANLN	anillin, actin binding protein
A_23_P106405	NDN	necdin homolog (mouse)
A_23_P11214	NKRF	NFKB repressing factor
A_23_P167276	PAQR3	progestin and adipoQ receptor family member III
A_23_P113184	FTO	fat mass and obesity associated
A_23_P109235	RALY	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))
A_23_P144126	FETUB	fetuin B
A_23_P117274	MIPEP	mitochondrial intermediate peptidase
A_23_P354387	MYOF	myoferlin
A_23_P41143	APEH	N-acylaminoacyl-peptide hydrolase
A_24_P309317	PSAP	prosaposin
A_33_P3261328	FLG	filaggrin
A_23_P64825	LACRT	lacritin
A_33_P3291776	NANS	N-acetylneuraminic acid synthase
A_24_P248053	TOP1MT	topoisomerase (DNA) I, mitochondrial
A_23_P141173	MPO	myeloperoxidase
A_23_P106002	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
A_23_P112296	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
A_33_P3317376	RHOG	ras homolog gene family, member G (rho G)
A_33_P3400273	SELL	selectin L
A_23_P10559	AATK	apoptosis-associated tyrosine kinase
A_23_P100141	UNKL	unkempt homolog (Drosophila)-like
A_23_P119964	CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta
A_23_P170453	CST5	cystatin D
A_24_P346517	LRGUK	leucine-rich repeats and guanylate kinase domain containing
A_23_P11214	NKRF	NFKB repressing factor
A_23_P106405	NDN	necdin homolog (mouse)
A_23_P110811	COX7C	cytochrome c oxidase subunit VIIc
A_23_P30338	CCNH	cyclin H
A_23_P92082	TKT	transketolase
A_33_P3334308	ZXDB	zinc finger, X-linked, duplicated B
A_33_P3353979	SYT15	synaptotagmin XV
A_33_P3227631	IQCH	IQ motif containing H
A_33_P3220818	SAFB	scaffold attachment factor B
A_33_P3461948	CRYGN	crystallin, gamma N
A_23_P115202	CRNN	cornulin
A_23_P257834	ALB	albumin
A_23_P358709	AHRR	aryl-hydrocarbon receptor repressor
A_33_P3236157	UNG	uracil-DNA glycosylase
A_24_P916496	PRKCA	protein kinase C, alpha
A_23_P117157	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit
A_23_P71148	BLVRA	biliverdin reductase A
A_23_P402765	NRAP	nebulin-related anchoring protein
A_33_P3261620	GHSR	growth hormone secretagogue receptor
A_24_P340679	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_33_P3381707	ISPD	isoprenoid synthase domain containing
A_23_P143935	PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z
A_33_P3234657	PRTG	protogenin homolog (Gallus gallus)
A_23_P334608	GUSB	glucuronidase, beta
